id,complexity,type,topic,image_url,question,choices
HMH1dn04WKVIy5aH,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_pevr8fa82aey77qp.png,there is a coffee table that is the same color as the rubber thing; what size is it?,"[{'key': 'a', 'value': 'small'}, {'key': 'b', 'value': 'large'}]"
IaJlsw89hZwLE0s3,2,numeric,music,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vzcr0gy2fzs2uid3.png,what number of big rubber flutes have the same color as the rubber drum?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
7vvZHqJoHShYz1rT,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fi1o8yiqsfrmo1mw.png,the blue bookshelf that is made of the same material as the purple thing is what size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
dXGK59vnZEYiTzQZ,4,mcq,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_egiocfx37bgajq60.png,what is the color of the rubber object that is the same size as the hard hat?,"[{'key': 'a', 'value': 'cyan'}, {'key': 'b', 'value': 'red'}, {'key': 'c', 'value': 'green'}, {'key': 'd', 'value': 'blue'}]"
SRzeG8vDg7Cn2B5v,4,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6quhg03aiw7qu0a7.png,what shape is the other yellow object that is the same size as the yellow metal object?,"[{'key': 'a', 'value': 'hammer'}, {'key': 'b', 'value': 'tire'}, {'key': 'c', 'value': 'screwdriver'}, {'key': 'd', 'value': 'wrench'}, {'key': 'e', 'value': 'mechanic overalls'}]"
JvvBWIbZ6OMRH4YU,4,mcq,underwater,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9thlgbcod3crk0y7.png,what is the color of the rubber coral that is the same size as the purple rubber thing?,"[{'key': 'a', 'value': 'gray'}, {'key': 'b', 'value': 'green'}, {'key': 'c', 'value': 'cyan'}, {'key': 'd', 'value': 'purple'}]"
hqJQU8IBh6lJnpYF,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_h21tfh8wdqn4ymsj.png,how many things are the same size as the gray metal coffee table?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '3'}]"
zgI9jptAOx7mMzPf,3,mcq,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ssw4sfk37torfewp.png,what material is the small thing that is the same color as the small hard hat?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
8pDFfcQzCvvnWUSX,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ew73n19lo9xh0fl5.png,are there more small hammers than gray metal screwdrivers?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
XOKEXeyjnHiC4BeY,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_m094bl7k3c7slgpi.png,the other floor lamp that is made of the same material as the large cyan floor lamp is what color?,"[{'key': 'a', 'value': 'blue'}, {'key': 'b', 'value': 'gray'}, {'key': 'c', 'value': 'purple'}, {'key': 'd', 'value': 'green'}]"
Z74C2ga1IaSSYi6D,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ghn4t22erbm9iyr0.png,are there more large gray rubber bookshelfs than big metal things?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
32Gu0W9JvjwQaTWG,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_g7c3z3pbrjtendm6.png,is there a mechanic overalls of the same size as the brown object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
WHlHm5y6M9k9jKcM,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xgskwn6ot7xoktkd.png,what is the size of the sofa?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
YXixYzP1sYRCJIPM,2,numeric,underwater,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_95sy07lv5w0kxhqd.png,what number of big things are either brown rubber things or green objects?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '2'}]"
yBbuaS71wmrUnux4,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6q6b75wemzwl39yh.png,are there any small metal screwdrivers of the same color as the tiny hammer?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
BkCYpbzUmUZrYY7w,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9v4g5n6b594no0xh.png,what number of other objects are the same size as the yellow metal object?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '4'}]"
26sB42LCqcBObRG8,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fr5r9dwczpkr0brj.png,what number of other things are there of the same material as the small purple coffee table,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '1'}]"
6ktQ0jdfYME56yJz,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_x25noz692c98wr03.png,is the material of the tiny red floor lamp the same as the tiny purple floor lamp?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
ID1d9PTygd0lk6Tj,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ygvobmuacwh3zqkr.png,is the material of the big gray thing the same as the bookshelf?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
a8XsH9aVdTjgdFQK,4,mcq,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lthocmecvhzh4fif.png,what is the shape of the metal object that is the same size as the green metal lunch box?,"[{'key': 'a', 'value': 'backpack'}, {'key': 'b', 'value': 'lunch box'}, {'key': 'c', 'value': 'notebook'}, {'key': 'd', 'value': 'pencil'}]"
xti0TjTPxiW6hLrF,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_x8m5jssxwyumirm0.png,how many brown things are made of the same material as the blue thing?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
vXNuw0ONabTGJnKl,1,true-false,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ics04aw23oly111j.png,are there any small iv fluid bags that have the same color as the tiny rubber hospital bed?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
QdygHseTRUNGplxF,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hcvw3zfzo5y49eak.png,are there more large red rubber bookshelfs than floor lamps?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
Gv2aSnC5kra2G2O7,3,mcq,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9xcutoq9zmikl3w8.png,what is the size of the brown rubber object that is the same shape as the brown metal thing?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
OTnBK3gpMgbFSfzQ,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_auznhxazmxwkyitm.png,is the number of big metal objects less than the number of large cyan objects?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
Plm6GCBBxCXEXyhl,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_oxbmqaodxl7e0obo.png,is there anything else that is the same size as the purple metal tire?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
oUztexnx8NNqUVmZ,4,mcq,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_sc6ova2ef8uqrwse.png,there is a yellow thing that is the same size as the gray wheelbarrow; what shape is it?,"[{'key': 'a', 'value': 'bulldozer'}, {'key': 'b', 'value': 'traffic cone'}, {'key': 'c', 'value': 'hard hat'}, {'key': 'd', 'value': 'crane'}]"
QevugEnIWrCtx3Pb,4,mcq,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ubjwngw3cnkrgftz.png,there is a green metal thing that is the same size as the rubber backpack; what is its shape?,"[{'key': 'a', 'value': 'pencil'}, {'key': 'b', 'value': 'ruler'}, {'key': 'c', 'value': 'backpack'}]"
uFm1S0pLfj6sJdv0,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_d5g6d72dlb37o7z0.png,are there fewer tiny metal coffee tables than tiny green rubber coffee tables?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
v4wU5E2XErRFRxWZ,1,true-false,animals,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_jmnr5q4gw1boleil.png,is there a cyan rubber rabbit of the same size as the blue rubber rabbit?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
q38kLe2JWZZ0N4fP,2,numeric,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bn8p5ua8okdv0a8z.png,how many rubber things are green things or big blue bags?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '1'}]"
orQegB7SPIS2GdLM,2,numeric,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8y7clvj1nbc9ror5.png,how many other objects are the same size as the cyan metal object?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
IoqKbjHkbpk55qB7,2,numeric,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2cbuw7azbticuprq.png,how many things are the same size as the screwdriver?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '2'}]"
n6qmrL6Evz78DTfg,1,true-false,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cibo0x19jv0ibqvt.png,are there any green metal bulldozers?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
nTb1Irjtzj8jiMup,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_p0u3m6jrtslrpjtq.png,what number of tiny objects have the same material as the tiny sofa?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
MEkGw38YR07sACAi,1,true-false,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lw4uxa4xsqhjrweo.png,is there a object of the same color as the shirt?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
qXF9LezBI6Up6xY4,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xgpqho972mv5smc4.png,are there any other things that have the same color as the tiny tire?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
scebZDPMdCH64HlL,3,mcq,music,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_03eqlmypxxb5u5wp.png,there is another object that is the same color as the small metal object; what is it made of?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
ZUdDpOqS4WLaVBS3,1,true-false,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_p34nl8r6hhkfugkf.png,is there a rubber object that has the same size as the blue metal thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
Fqf9KmNFyeMb5b85,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_7gxht4cvp6rvpk33.png,is there anything else that is the same color as the large rubber floor lamp?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
4y0nybKUmAD3Bo8H,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ihutqp7ehulmbfbu.png,is there a big green tire made of the same material as the tiny green object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
PrOboDvbPYMjsqjy,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_uc30mqaj77pjupd9.png,the thing that is the same color as the rubber television is what size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
czBVF90jeId0SV7p,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_r0j49yjs0hlqfaag.png,what is the material of the small blue object?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
Zry0nTtVfDafcOQP,1,true-false,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qi0e70yfwdc0bpgv.png,is there a green teapot of the same size as the cyan saucepan?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
d68iUZRYb5Dk6QEK,4,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0ekss9atxj8s29kb.png,what is the color of the rubber wrench that is the same size as the brown metal tire?,"[{'key': 'a', 'value': 'gray'}, {'key': 'b', 'value': 'blue'}, {'key': 'c', 'value': 'brown'}]"
UWOyjY6iYKiWIHkv,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ju7rp629skkojrqx.png,do the yellow rubber object and the pen holder have the same size?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
DJDyxjuourxjetns,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_p8cs28hasyeo17lc.png,is there any other thing that is the same shape as the big red rubber object?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
dOBQPYIqvDGd3uQT,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xzj95mgmaa4ekyfv.png,what material is the coffee table that is the same color as the rubber floor lamp?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
EXPWQdsYzdU3QS5C,3,mcq,underwater,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_id46akntzaau1rmp.png,what size is the thing that is the same color as the metal snorkel?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
h0PG6Npp5mZeZ3Te,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_kh6hrg72ami4cq6b.png,is the blue metal thing the same size as the red thing?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
cbCPlLe5o7yevDyO,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6y2eoqx0uq54byv0.png,are there fewer tiny brown metal screwdrivers than green rubber mechanic overalls?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
hICZO3tIrl4vd3Vl,2,numeric,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8nmbnuhsuoezvq3e.png,what number of large things are made of the same material as the small green notebook?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '5'}]"
lr5anXYPhri1crtA,2,numeric,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2k29cbepmdh0zgnh.png,what number of other things are there of the same size as the purple metal hard hat?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '3'}]"
AzyUHeSI2PNPTTFn,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_12s7tfw07y240tha.png,what number of other things are there of the same color as the big metal floor lamp?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '3'}]"
zE0HWG5EukCUqgIh,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_qhiolwkch4s5w1y7.png,how many other rubber things are the same shape as the big rubber thing?,"[{'key': 'a', 'value': '0'}, {'key': 'b', 'value': '1'}]"
VsQ1vFf2evY4IlEC,2,numeric,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mjv6eomhk545bmcc.png,what number of things are small wrenchs or large objects?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '5'}]"
EnlLhkAWD6XSDnO0,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_xrrthptaio32zq2k.png,what is the material of the yellow thing that is the same size as the coffee table?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
6AG2axCtyGfAjboG,3,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ywon9c9s7ejh13ts.png,the metal thing that is the same color as the tiny metal hospital bed is what size?,"[{'key': 'a', 'value': 'small'}, {'key': 'b', 'value': 'large'}]"
JyaFxaKSGehqRExG,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_e8riwezcy0itkadv.png,is there a big object of the same color as the small rubber notebook?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
0bTaJUDYtBz9JQ9h,4,mcq,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vbweow9md4rogfy4.png,what is the shape of the big thing that is the same color as the iv fluid bag?,"[{'key': 'a', 'value': 'stethoscope'}, {'key': 'b', 'value': 'iv fluid bag'}, {'key': 'c', 'value': 'hospital bed'}]"
oeE6CLVLVnkH1JAf,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4imwvpluxfzl0t9x.png,are there any green notebooks made of the same material as the big pencil?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
3XHg2D9ZNEsPAnuQ,2,numeric,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_kf0moiwg7hxi35pn.png,how many other objects are the same size as the metal medicine bottle?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '1'}]"
ZubiU3LVqM1gaYUy,1,true-false,medical-field,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_5ye87bom65hzozkb.png,are there any other things that are the same color as the small medicine bottle?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
Il43xz29rdoGI8SK,1,true-false,underwater,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4vef8w8dg0w4so99.png,are there any red fishes of the same size as the purple coral?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
Pir7kuxEeKpvCWNn,1,true-false,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6qixipzunwufyqte.png,are there more rubber things than large yellow falcon stands?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
ZlDbKA1cNDvgIPdf,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_nnjhv4ubrqd9b33o.png,what number of coffee tables are either red objects or large rubber objects?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '1'}]"
xz12KE1dL9uCOyGg,3,mcq,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ao1ak6se29dpqeem.png,the falcon has what size?,"[{'key': 'a', 'value': 'small'}, {'key': 'b', 'value': 'large'}]"
d0cEtbarWwmkKv0I,1,true-false,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_mts9pqi83w1pr2iw.png,is there anything else that is the same color as the small metal traffic cone?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
py88oicAqIu3QRQE,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vex7v8qau08thgf6.png,are there any purple rubber bookshelfs?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
wbzHWl0TbRrbD0Z7,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8yxis2e6ylwfi8h6.png,is there any other thing that has the same shape as the blue thing?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
BndGHis7GmyLxNao,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_e5hvs0wvpg6udctm.png,what color is the big metal floor lamp?,"[{'key': 'a', 'value': 'red'}, {'key': 'b', 'value': 'yellow'}, {'key': 'c', 'value': 'blue'}, {'key': 'd', 'value': 'gray'}, {'key': 'e', 'value': 'purple'}]"
BG6oovfhSa8XNKdJ,3,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ny7bzqyc3prkgyoq.png,there is another large object that is the same shape as the green rubber object; what is its material?,"[{'key': 'a', 'value': 'rubber'}, {'key': 'b', 'value': 'metal'}]"
2V7mWvUOAYv8ooSB,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bjyzfbyhkn5jeb3n.png,is there a tiny metal screwdriver that has the same color as the tire?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
FWZKFVjq0r8JbYKg,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_fh1gx1p8krx16ez8.png,is the material of the red lunch box the same as the big gray object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
CCeJN2E8WWbGqFaE,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_oj788hx5ibfymqsb.png,are there fewer big brown metal sofas than rubber coffee tables?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
jA900Sh5WS06kYyQ,4,mcq,underwater,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_llhufqmd5phc3cid.png,the tiny object that is the same color as the tiny rubber fish is what shape?,"[{'key': 'a', 'value': 'oxygen tank'}, {'key': 'b', 'value': 'snorkel'}, {'key': 'c', 'value': 'coral'}, {'key': 'd', 'value': 'turtle'}, {'key': 'e', 'value': 'fish'}]"
bEQesdE79yiXvgOc,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_itmubpu8ujmxr3mz.png,is there anything else that is the same shape as the blue rubber object?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
ZcZ47HbrvkN1t1MM,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rbrqprsnix4ssalf.png,what number of red things are big rubber floor lamps or rubber things?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '3'}]"
dpw1NH4Ql1ZuxOxC,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_z4vc16r2fbe4sof3.png,are there any cyan objects made of the same material as the large purple television?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
qNh6fX2RUYrI5Rp8,4,mcq,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_e7oo4j4zfr60ejja.png,there is a purple rubber object that is the same size as the cyan rubber traffic cone; what is its shape?,"[{'key': 'a', 'value': 'wheelbarrow'}, {'key': 'b', 'value': 'crane'}, {'key': 'c', 'value': 'hard hat'}, {'key': 'd', 'value': 'bulldozer'}, {'key': 'e', 'value': 'traffic cone'}]"
cuwJU78YEElAYPFX,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_txfxqh553gmf235o.png,there is a large floor lamp that is the same material as the sofa; what is its color?,"[{'key': 'a', 'value': 'red'}, {'key': 'b', 'value': 'green'}, {'key': 'c', 'value': 'yellow'}, {'key': 'd', 'value': 'gray'}, {'key': 'e', 'value': 'purple'}]"
X2aBy5tcnWpXqwSt,4,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_icasr8x21j7z3pe7.png,the yellow rubber object that is the same size as the purple rubber wrench is what shape?,"[{'key': 'a', 'value': 'screwdriver'}, {'key': 'b', 'value': 'wrench'}, {'key': 'c', 'value': 'mechanic overalls'}, {'key': 'd', 'value': 'tire'}, {'key': 'e', 'value': 'hammer'}]"
8tmnJkqvXfVtBH2o,1,true-false,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_2cyyzuw7s2lioes2.png,are there fewer big blue metal lunch boxes than small red metal backpacks?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
